claim_id,claim,status,repository,branch,file_or_dataset,location,evidence,confidence,reproduction_command,artifact
G-F-011,30s detector rasterization is not event-one-to-one: supported injections collide in shared bins and multiple services may be positive in one bin.,REVALIDATED FACT,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,/home/zhangll24/RCA_project/datasets/GAIA/MicroSS/run/run/run/run_table_2021-07.csv,label_reconciliation.ad_timestep_multiplicity + temporal_resolution,"{""different_root_multi_injection_bins"":4837,""max_injections_per_bin"":5,""max_positive_services"":5}",HIGH,python scripts/p5/audit_injection_resolution.py --event-registry artifacts/p5/g0r2/event_registry.csv --output artifacts/p5/g0r2/temporal_resolution.json,artifacts/p5/g0r2/label_reconciliation.json; sha256=ff60468adc07290cd9474273e4228a4621fb503b6f42660196ddb6865439cb76; artifacts/p5/g0r2/temporal_resolution.json; sha256=3ccf125e4ec5ad955abd7e5aa6939dc09c95c1b2dc57f1740cd3273212cb2242
G-F-012,"Historical GAIA artifacts are provenance-bound to an old source path; current path relocation is verified, so historical numbers require current binding before reuse.",HISTORICAL EVIDENCE / REVALIDATED PATH MIGRATION,/home/zhangll24/RCA_project/Ada-MGAD-rca-standalone,rca-standalone,artifacts/p1/manifests/gaia/sources.jsonl,sources.jsonl vs current GAIA root,"{""current_root_exists"":true,""current_run_table_exists"":true,""historical_head"":""64bb681328fa1793014615a20ba2bc1fdf33c3b7"",""historical_source_exists"":false}",HIGH,test -f /home/zhangll24/RCA_project/datasets/GAIA/MicroSS/run/run/run/run_table_2021-07.csv,historical sources.jsonl sha256=d5b5330cbbb713d698289e6c6d90fe1bb195309676e6e03acd8492abad9e14b3
G-F-013,Historical asset verification labels conflict: several Material Passports say UNVERIFIED while later status text says completed.,HISTORICAL EVIDENCE / DOWNGRADED,/home/zhangll24/RCA_project/Ada-MGAD-rca-standalone,rca-standalone,docs/*_AUDIT.md + docs/RESEARCH_STATUS.md,Material Passport and status sections,UNVERIFIED headers are retained; later completed text is not independently current P5 evidence.,HIGH,rg -n 'Verification Status|completed|pending' /home/zhangll24/RCA_project/Ada-MGAD-rca-standalone/docs,historical docs hashes included in source inventory
G-F-014,"Expanded context grouping is much more severe at W600 (23 groups; maximum 3,206) than W300 (322 groups; maximum 471).",REVALIDATED FACT,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,event registry + expanded contexts,rca_compatibility.context_overlap,"{""W300"":{""cases_in_multi_fault_groups"":15254,""cases_in_multi_root_groups"":16160,""cases_in_non_singleton_groups"":16184,""different_root_direct_pair_ratio"":0.5464006404335242,""different_root_direct_pairs"":35492,""direct_overlap_pairs"":64956,""group_size_distribution"":{""1"":16,""10"":4,""102"":3,""107"":1,""109"":2,""11"":7,""112"":1,""115"":2,""116"":2,""118"":1,""12"":1,""122"":1,""124"":1,""13"":6,""130"":1,""131"":1,""133"":2,""134"":1,""14"":6,""140"":2,""142"":1,""143"":1,""145"":1,""149"":1,""15"":8,""16"":5,""162"":1,""167"":1,""17"":7,""178"":1,""18"":1,""183"":1,""186"":1,""19"":6,""193"":1,""197"":1,""2"":9,""20"":7,""203"":1,""209"":1,""21"":2,""22"":2,""226"":1,""229"":1,""23"":1,""236"":1,""239"":1,""24"":3,""240"":1,""25"":2,""26"":3,""267"":1,""268"":1,""27"":2,""271"":1,""278"":1,""28"":3,""29"":5,""3"":13,""30"":1,""31"":2,""32"":3,""33"":2,""34"":4,""35"":2,""36"":2,""38"":2,""387"":1,""39"":3,""4"":7,""40"":4,""41"":1,""42"":3,""426"":1,""43"":5,""44"":2,""45"":4,""46"":2,""47"":2,""471"":1,""49"":3,""5"":12,""50"":1,""52"":3,""53"":3,""54"":1,""55"":3,""56"":3,""58"":3,""59"":1,""6"":10,""60"":3,""61"":4,""62"":3,""63"":2,""64"":1,""65"":1,""66"":3,""67"":1,""68"":3,""69"":2,""7"":8,""70"":1,""71"":3,""73"":2,""75"":1,""76"":2,""77"":1,""8"":5,""80"":1,""81"":1,""82"":1,""83"":1,""87"":1,""9"":6,""90"":1,""97"":2,""98"":2,""99"":1},""groups"":322,""interval_kind"":""injection union context"",""interval_semantics"":""half-open; boundary touching is not overlap"",""largest_group"":471,""maximum_direct_overlap_degree"":43,""multi_fault_groups"":219,""multi_root_groups"":299,""non_singleton_groups"":306,""same_root_direct_pairs"":29464},""W600"":{""cases_in_multi_fault_groups"":16177,""cases_in_multi_root_groups"":16195,""cases_in_non_singleton_groups"":16195,""different_root_direct_pair_ratio"":0.5372789860741668,""different_root_direct_pairs"":68675,""direct_overlap_pairs"":127820,""group_size_distribution"":{""1"":5,""123"":1,""1457"":1,""16"":1,""170"":1,""2"":2,""2095"":1,""269"":1,""2737"":1,""3029"":1,""3206"":1,""35"":1,""397"":1,""475"":1,""6"":1,""644"":1,""763"":1,""769"":1},""groups"":23,""interval_kind"":""injection union context"",""interval_semantics"":""half-open; boundary touching is not overlap"",""largest_group"":3206,""maximum_direct_overlap_degree"":50,""multi_fault_groups"":16,""multi_root_groups"":18,""non_singleton_groups"":18,""same_root_direct_pairs"":59145}}",HIGH,python scripts/p5/audit_rca_compatibility.py --event-registry artifacts/p5/g0r2/event_registry.csv --raw-telemetry artifacts/p5/g0r2/raw_telemetry_timing.json --ada-rca-repo /home/zhangll24/RCA_project/Ada-RCA-cleanup --historical-repo /home/zhangll24/RCA_project/Ada-MGAD-rca-standalone --output artifacts/p5/g0r2/rca_compatibility.json,artifacts/p5/g0r2/rca_compatibility.json; sha256=2714c1e76e3c49fd309fb7fa68b976d85e377204705fb02129ed5b7d9ff78032
G-F-015,"A 15s bin has an expected metric cadence occupancy upper bound of 0.5, versus 1.0 for 30s; exact four-configuration 68D health was not computed.",INFERENCE / NOT FROZEN,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,GAIA timing + Ada-RCA frozen specification,rca_compatibility.configuration_health,"{""W300_B15"":{""bin_seconds"":15,""bins_total"":40,""exact_68d_representation_built"":false,""exact_health_status"":""NOT COMPUTED: GAIA four-channel materializer is not frozen"",""full_scan_activity_coverage_available"":true,""metric_cadence_gap_adjusted_occupancy_reference"":0.4190841737133817,""metric_native_cadence_seconds"":30,""metric_structural_occupancy_upper_bound_without_fill"":0.5,""selection_basis"":""coverage, contamination, representation health, and split feasibility only"",""w300_non_68d_proxy_available"":true,""window_seconds_each_side"":300},""W300_B30"":{""bin_seconds"":30,""bins_total"":20,""exact_68d_representation_built"":false,""exact_health_status"":""NOT COMPUTED: GAIA four-channel materializer is not frozen"",""full_scan_activity_coverage_available"":true,""metric_cadence_gap_adjusted_occupancy_reference"":0.8381683474267634,""metric_native_cadence_seconds"":30,""metric_structural_occupancy_upper_bound_without_fill"":1.0,""selection_basis"":""coverage, contamination, representation health, and split feasibility only"",""w300_non_68d_proxy_available"":true,""window_seconds_each_side"":300},""W600_B15"":{""bin_seconds"":15,""bins_total"":80,""exact_68d_representation_built"":false,""exact_health_status"":""NOT COMPUTED: GAIA four-channel materializer is not frozen"",""full_scan_activity_coverage_available"":true,""metric_cadence_gap_adjusted_occupancy_reference"":0.4190841737133817,""metric_native_cadence_seconds"":30,""metric_structural_occupancy_upper_bound_without_fill"":0.5,""selection_basis"":""coverage, contamination, representation health, and split feasibility only"",""w300_non_68d_proxy_available"":false,""window_seconds_each_side"":600},""W600_B30"":{""bin_seconds"":30,""bins_total"":40,""exact_68d_representation_built"":false,""exact_health_status"":""NOT COMPUTED: GAIA four-channel materializer is not frozen"",""full_scan_activity_coverage_available"":true,""metric_cadence_gap_adjusted_occupancy_reference"":0.8381683474267634,""metric_native_cadence_seconds"":30,""metric_structural_occupancy_upper_bound_without_fill"":1.0,""selection_basis"":""coverage, contamination, representation health, and split feasibility only"",""w300_non_68d_proxy_available"":false,""window_seconds_each_side"":600}}",MEDIUM,same as G-F-014,artifacts/p5/g0r2/rca_compatibility.json; sha256=2714c1e76e3c49fd309fb7fa68b976d85e377204705fb02129ed5b7d9ff78032
G-F-016,GAIA RCA should use an independent raw event-relative adapter rather than Ada-MGAD processed tensors.,RECOMMENDATION,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,raw schemas + frozen Ada-RCA contract,rca_compatibility.raw_vs_processed,"{""option_a_ada_mgad_processed"":{""information_loss"":[""30s aggregation removes native millisecond log and microsecond trace timing"",""raw log text/schema is replaced by Ada-MGAD-specific template/count representation"",""trace status and latency are aggregated for detector edges rather than frozen RCA scalar channels"",""parent/span identifiers and dynamic trace structure are not preserved as raw evidence"",""Ada-MGAD node tensors do not satisfy Ada-RCA's four derived CSV channel contract""],""verdict"":""NOT RECOMMENDED""},""option_b_independent_raw_event_relative"":{""minimum_adapter"":[""long metric shards -> label-free <candidate>_<indicator> scalar series"",""message-prefix logs -> numeric log indicator series"",""trace status != 200 -> Trace Error series"",""end_time-start_time -> Trace Latency series"",""consistent numeric time unit for channel files and event anchor"",""trusted source hashes/config/masks; labels remain outside prediction-visible input""],""verdict"":""RECOMMENDED""}}",HIGH,same as G-F-014,artifacts/p5/g0r2/rca_compatibility.json; sha256=2714c1e76e3c49fd309fb7fa68b976d85e377204705fb02129ed5b7d9ff78032
G-F-017,"Protocol S is feasible under the audit's W300 five-fold assignment but not W600, where rare faults are absent from multiple folds.",REVALIDATED FACT / CANDIDATE PROTOCOL,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,event registry,split_feasibility.protocol_s_component_integration,"{""W300"":{""context_definition"":""raw [start,end) union [start-W,start+W)"",""context_seconds"":300,""feasible"":true,""group_count"":322,""group_integrity"":{""passed"":true,""violations"":[]},""group_size_distribution"":{""1"":16,""10"":4,""102"":3,""107"":1,""109"":2,""11"":7,""112"":1,""115"":2,""116"":2,""118"":1,""12"":1,""122"":1,""124"":1,""13"":6,""130"":1,""131"":1,""133"":2,""134"":1,""14"":6,""140"":2,""142"":1,""143"":1,""145"":1,""149"":1,""15"":8,""16"":5,""162"":1,""167"":1,""17"":7,""178"":1,""18"":1,""183"":1,""186"":1,""19"":6,""193"":1,""197"":1,""2"":9,""20"":7,""203"":1,""209"":1,""21"":2,""22"":2,""226"":1,""229"":1,""23"":1,""236"":1,""239"":1,""24"":3,""240"":1,""25"":2,""26"":3,""267"":1,""268"":1,""27"":2,""271"":1,""278"":1,""28"":3,""29"":5,""3"":13,""30"":1,""31"":2,""32"":3,""33"":2,""34"":4,""35"":2,""36"":2,""38"":2,""387"":1,""39"":3,""4"":7,""40"":4,""41"":1,""42"":3,""426"":1,""43"":5,""44"":2,""45"":4,""46"":2,""47"":2,""471"":1,""49"":3,""5"":12,""50"":1,""52"":3,""53"":3,""54"":1,""55"":3,""56"":3,""58"":3,""59"":1,""6"":10,""60"":3,""61"":4,""62"":3,""63"":2,""64"":1,""65"":1,""66"":3,""67"":1,""68"":3,""69"":2,""7"":8,""70"":1,""71"":3,""73"":2,""75"":1,""76"":2,""77"":1,""8"":5,""80"":1,""81"":1,""82"":1,""83"":1,""87"":1,""9"":6,""90"":1,""97"":2,""98"":2,""99"":1},""grouped_stratified_5fold"":{""fold_event_counts"":[3241,3240,3238,3239,3242],""folds"":[{""event_count"":3241,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":3,""file moving program"":9,""login failure"":3096,""memory_anomalies"":130},""fold"":0,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":16,""dbservice2"":19,""logservice1"":14,""logservice2"":12,""mobservice1"":1553,""mobservice2"":1572,""redisservice1"":11,""redisservice2"":11,""webservice1"":16,""webservice2"":17}},{""event_count"":3240,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":2,""file moving program"":8,""login failure"":3096,""memory_anomalies"":131},""fold"":1,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":17,""dbservice2"":19,""logservice1"":13,""logservice2"":13,""mobservice1"":1571,""mobservice2"":1551,""redisservice1"":11,""redisservice2"":12,""webservice1"":16,""webservice2"":17}},{""event_count"":3238,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":2,""file moving program"":9,""login failure"":3094,""memory_anomalies"":130},""fold"":2,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":17,""dbservice2"":19,""logservice1"":13,""logservice2"":12,""mobservice1"":1555,""mobservice2"":1566,""redisservice1"":11,""redisservice2"":11,""webservice1"":17,""webservice2"":17}},{""event_count"":3239,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":3,""file moving program"":9,""login failure"":3093,""memory_anomalies"":131},""fold"":3,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":17,""dbservice2"":19,""logservice1"":13,""logservice2"":13,""mobservice1"":1562,""mobservice2"":1560,""redisservice1"":11,""redisservice2"":11,""webservice1"":17,""webservice2"":16}},{""event_count"":3242,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":2,""file moving program"":8,""login failure"":3099,""memory_anomalies"":130},""fold"":4,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":16,""dbservice2"":20,""logservice1"":13,""logservice2"":13,""mobservice1"":1574,""mobservice2"":1550,""redisservice1"":11,""redisservice2"":12,""webservice1"":16,""webservice2"":17}}]},""maximum_group_size"":471,""non_singleton_group_count"":306,""selection_basis"":""coverage, group integrity and deterministic balance only; no model performance""},""W600"":{""context_definition"":""raw [start,end) union [start-W,start+W)"",""context_seconds"":600,""feasible"":false,""group_count"":23,""group_integrity"":{""passed"":true,""violations"":[]},""group_size_distribution"":{""1"":5,""123"":1,""1457"":1,""16"":1,""170"":1,""2"":2,""2095"":1,""269"":1,""2737"":1,""3029"":1,""3206"":1,""35"":1,""397"":1,""475"":1,""6"":1,""644"":1,""763"":1,""769"":1},""grouped_stratified_5fold"":{""fold_event_counts"":[3212,3429,3025,3371,3163],""folds"":[{""event_count"":3212,""fault_counts"":{""access permission denied exception"":3,""cpu_anomalies"":12,""file moving program"":12,""login failure"":3072,""memory_anomalies"":113},""fold"":0,""missing_faults"":[],""missing_roots"":[],""root_counts"":{""dbservice1"":18,""dbservice2"":19,""logservice1"":8,""logservice2"":15,""mobservice1"":1543,""mobservice2"":1553,""redisservice1"":13,""redisservice2"":10,""webservice1"":15,""webservice2"":18}},{""event_count"":3429,""fault_counts"":{""file moving program"":10,""login failure"":3286,""memory_anomalies"":133},""fold"":1,""missing_faults"":[""access permission denied exception"",""cpu_anomalies""],""missing_roots"":[],""root_counts"":{""dbservice1"":14,""dbservice2"":18,""logservice1"":15,""logservice2"":20,""mobservice1"":1662,""mobservice2"":1647,""redisservice1"":11,""redisservice2"":12,""webservice1"":15,""webservice2"":15}},{""event_count"":3025,""fault_counts"":{""access permission denied exception"":4,""file moving program"":8,""login failure"":2869,""memory_anomalies"":144},""fold"":2,""missing_faults"":[""cpu_anomalies""],""missing_roots"":[],""root_counts"":{""dbservice1"":14,""dbservice2"":20,""logservice1"":19,""logservice2"":11,""mobservice1"":1410,""mobservice2"":1491,""redisservice1"":11,""redisservice2"":15,""webservice1"":16,""webservice2"":18}},{""event_count"":3371,""fault_counts"":{""access permission denied exception"":3,""file moving program"":5,""login failure"":3232,""memory_anomalies"":131},""fold"":3,""missing_faults"":[""cpu_anomalies""],""missing_roots"":[],""root_counts"":{""dbservice1"":22,""dbservice2"":18,""logservice1"":17,""logservice2"":7,""mobservice1"":1650,""mobservice2"":1606,""redisservice1"":9,""redisservice2"":10,""webservice1"":17,""webservice2"":15}},{""event_count"":3163,""fault_counts"":{""access permission denied exception"":5,""file moving program"":8,""login failure"":3019,""memory_anomalies"":131},""fold"":4,""missing_faults"":[""cpu_anomalies""],""missing_roots"":[],""root_counts"":{""dbservice1"":15,""dbservice2"":21,""logservice1"":7,""logservice2"":10,""mobservice1"":1550,""mobservice2"":1502,""redisservice1"":11,""redisservice2"":10,""webservice1"":19,""webservice2"":18}}]},""maximum_group_size"":3206,""non_singleton_group_count"":18,""selection_basis"":""coverage, group integrity and deterministic balance only; no model performance""}}",HIGH,python scripts/p5/audit_p5_split_feasibility.py --event-registry artifacts/p5/g0r2/event_registry.csv --output artifacts/p5/g0r2/split_feasibility.json,artifacts/p5/g0r2/split_feasibility.json; sha256=1d324f188cf0d80c20f2fd6d893e6de674b89b462712356868e984a2bece7c87
G-F-018,All 12 CPU injections occur late in July and land in the test block under both audited chronological 60/20/20 candidates.,REVALIDATED FACT,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,event registry,split_feasibility.rare_fault_distribution + protocol_t,"{""duration_60_20_20"":[{""access permission denied exception"":8},{""access permission denied exception"":3},{""access permission denied exception"":4,""cpu_anomalies"":12}],""event_count_60_20_20"":[{""access permission denied exception"":10},{""access permission denied exception"":1},{""access permission denied exception"":4,""cpu_anomalies"":12}]}",HIGH,same as G-F-017,artifacts/p5/g0r2/split_feasibility.json; sha256=1d324f188cf0d80c20f2fd6d893e6de674b89b462712356868e984a2bece7c87
G-F-019,Component RCA and continuous E2E require distinct split protocols because they answer distribution-controlled versus deployment-time questions.,RECOMMENDATION,/home/zhangll24/RCA_project/Ada-MGAD-e2e,e2e,split feasibility audit,split_feasibility.protocol_s/protocol_t,Protocol S preserves context groups; Protocol T preserves a contiguous time stream and purges boundary-crossing windows.,HIGH,same as G-F-017,artifacts/p5/g0r2/split_feasibility.json; sha256=1d324f188cf0d80c20f2fd6d893e6de674b89b462712356868e984a2bece7c87
G-F-020,Historical W300 representation arrays are non-68D proxies; exact W300/W600 by 15s/30s Ada-RCA feature health remains uncomputed.,HISTORICAL EVIDENCE / OPEN QUESTION,/home/zhangll24/RCA_project/Ada-MGAD-rca-standalone,rca-standalone,P2 feature bundles + Ada-RCA frozen extractor,rca_compatibility.representation_health_proxy,"[""This is not an exact Ada-RCA 68D Z2 extraction."",""Trace error and latency proxies select only whole.error_fraction_shift and whole.duration_* fields."",""The historical trace error proxy used status >=500 and is semantically incompatible with the revalidated official !=200 rule."",""No W600 proxy bundle exists; W600 feature health is NOT COMPUTED.""]",HIGH,same as G-F-014,artifacts/p5/g0r2/rca_compatibility.json; sha256=2714c1e76e3c49fd309fb7fa68b976d85e377204705fb02129ed5b7d9ff78032
